travelCode,User_ID,flightType,Flight_agency,Departure_date,Departure,Arrival,Flight Distance (km),Flight Duration (hh:mm),Departure Time,Arrival Time,flight_number
36498,348,firstClass,GoAir,22/07/2021,Mumbai,Bhopal,660.14,00:44,05:45,06:29,G83033
36499,348,economic,Air India,29/07/2021,Puducherry,Udaipur,1547.27,01:43,14:32,16:15,AI849
36502,348,premium,Akasa Air,19/08/2021,Coimbatore,Patna,1835.7,02:02,22:36,00:38,QP2238
36505,348,firstClass,IndiGo,09/09/2021,Bengaluru,Navi Mumbai,833.02,00:55,08:28,09:23,6E904
36507,348,firstClass,IndiGo,23/09/2021,Ayodhya,Shillong,975.14,01:05,05:07,06:12,6E910
36512,348,premium,Akasa Air,28/10/2021,Raigarh,Dabolim,1240.59,01:22,11:27,12:49,QP2418
36518,348,economic,Akasa Air,12/09/2021,Ahmedabad,Pune,518.11,00:34,03:30,04:04,QP1260X
36519,348,firstClass,AirAsia India,16/12/2021,Gwalior,Visakhapatnam,1082.57,01:12,18:17,19:29,I54628X
36522,348,premium,SpiceJet,01/06/2022,Navi Mumbai,Pune,105.45,00:07,02:10,02:17,SG2054R
36529,349,firstClass,AirAsia India,24/10/2019,Coimbatore,Varanasi,1713.85,01:54,11:02,12:56,I52263
36533,349,firstClass,GoAir,21/11/2019,Dehradun,Vadodara,1013.39,01:07,01:12,02:19,G83408Q
36534,349,premium,IndiGo,28/11/2019,Coimbatore,Hisar,6370.71,07:04,23:10,06:14,6E1768
36535,349,premium,IndiGo,12/05/2019,Surat,Varanasi,1135.96,01:15,02:10,03:25,6E3233
36536,349,premium,SpiceJet,12/12/2019,Mopa,Srinagar,7566.74,08:24,03:27,11:51,SG2830O
36537,349,firstClass,AirAsia India,19/12/2019,Jamshedpur,Raigarh,303.95,00:20,01:50,02:10,I52770
36539,349,economic,Air India,01/02/2020,Chennai,Bhopal,1170.47,01:18,20:20,21:38,AI5254
36545,349,firstClass,GoAir,13/02/2020,Bilaspur,Puri,457.79,00:30,06:27,06:57,G8491
36552,349,economic,SpiceJet,04/02/2020,Srinagar,Surat,1446.32,01:36,07:54,09:30,SG2589X
36555,349,firstClass,AirAsia India,23/04/2020,Bengaluru,Tirupati,210.94,00:14,03:32,03:46,I5982
36556,349,firstClass,SpiceJet,30/04/2020,Gangtok,Ahmedabad,1680.49,01:52,18:31,20:23,SG728
36557,349,firstClass,IndiGo,05/07/2020,Khowai,Dehradun,1510.38,01:40,15:41,17:21,6E2253
36558,349,firstClass,SpiceJet,14/05/2020,Varanasi,Gwalior,494.84,00:32,15:56,16:28,SG434O
36562,349,premium,IndiGo,06/11/2020,Imphal,Bhubaneswar,973.36,01:04,19:08,20:12,6E4634
36566,349,economic,IndiGo,07/09/2020,Dabolim,Puducherry,752.87,00:50,18:35,19:25,6E965
36570,349,firstClass,GoAir,08/06/2020,Indore,Gwalior,456.67,00:30,06:13,06:43,G82090
36571,349,premium,Air India,13/08/2020,Srinagar,Coimbatore,2575.77,02:51,01:44,04:35,AI5545
36572,349,firstClass,Akasa Air,20/08/2020,Chandigarh,Puducherry,2114.03,02:20,01:35,03:55,QP2344
36581,349,firstClass,Akasa Air,22/10/2020,Chandigarh,Imphal,1809.47,02:00,12:12,14:12,QP2996
36584,349,firstClass,IndiGo,11/12/2020,Udaipur,Tirupati,1356.67,01:30,22:49,00:19,6E1567
36588,349,premium,IndiGo,12/10/2020,Ludhiana,Bhopal,865.12,00:57,00:52,01:49,6E2474
36591,349,premium,SpiceJet,31/12/2020,Raigarh,Gwalior,716.27,00:47,09:05,09:52,SG1372
36593,349,premium,IndiGo,14/01/2021,Bilaspur,Chandigarh,1100.54,01:13,08:40,09:53,6E2102
36596,349,economic,SpiceJet,02/04/2021,Prayagraj,Dabolim,1395.25,01:33,05:30,07:03,SG4967V
36599,349,premium,SpiceJet,25/02/2021,Ludhiana,Chandigarh,91.36,00:06,08:26,08:32,SG3988L
36605,349,firstClass,SpiceJet,04/08/2021,Coimbatore,Mysuru,148.05,00:09,15:39,15:48,SG2334
36607,349,firstClass,GoAir,22/04/2021,Puducherry,Jaipur,1719.0,01:54,14:07,16:01,G8774B
36610,349,premium,SpiceJet,13/05/2021,Imphal,Srinagar,2115.67,02:21,13:25,15:46,SG2623O
36613,349,economic,Akasa Air,06/03/2021,Udaipur,Ludhiana,734.24,00:48,17:26,18:14,QP2740W
36614,349,economic,IndiGo,06/10/2021,Udaipur,Nashik,510.29,00:34,06:33,07:07,6E3092
36615,349,firstClass,IndiGo,17/06/2021,Surat,Nashik,166.63,00:11,04:19,04:30,6E2517
36620,349,economic,Akasa Air,22/07/2021,Vadodara,Puducherry,1349.77,01:29,03:15,04:44,QP3684
36622,349,firstClass,Akasa Air,08/05/2021,Shillong,Raipur,1151.18,01:16,23:09,00:25,QP3587
36626,349,firstClass,Air India,09/02/2021,Tirupati,Kullu-Manali,2041.42,02:16,10:43,12:59,AI1891
36633,349,economic,SpiceJet,21/10/2021,Nashik,Chennai,1033.3,01:08,08:34,09:42,SG280
36634,349,firstClass,GoAir,28/10/2021,Gangtok,Coimbatore,2185.19,02:25,13:04,15:29,G81619
36637,349,firstClass,AirAsia India,18/11/2021,Khowai,Puducherry,1833.28,02:02,06:21,08:23,I53529R
36638,349,firstClass,Akasa Air,25/11/2021,Raipur,Jaipur,866.86,00:57,10:04,11:01,QP2988
36639,349,premium,IndiGo,12/02/2021,Dabolim,Raigarh,1240.59,01:22,18:28,19:50,6E590
36641,349,premium,SpiceJet,16/12/2021,Vijayawada,Shimla,1660.95,01:50,18:03,19:53,SG1342
36643,349,premium,IndiGo,30/12/2021,Gwalior,Bhubaneswar,1024.85,01:08,12:41,13:49,6E1064
36646,349,economic,Akasa Air,20/01/2022,Indore,Hyderabad,653.27,00:43,08:48,09:31,QP495
36650,349,firstClass,GoAir,17/02/2022,Ayodhya,Diu,1326.53,01:28,09:53,11:21,G8733
36656,349,firstClass,GoAir,31/03/2022,Jamshedpur,Surat,1387.95,01:32,04:59,06:31,G82704
36664,349,premium,IndiGo,26/05/2022,Navi Mumbai,Ahmedabad,445.78,00:29,10:58,11:27,6E5803X
36667,349,economic,IndiGo,16/06/2022,Dehradun,Coimbatore,2150.99,02:23,17:32,19:55,6E258
36668,349,firstClass,AirAsia India,23/06/2022,Vijayawada,Dehradun,1559.16,01:43,19:52,21:35,I5468
36680,349,premium,IndiGo,15/09/2022,Varanasi,Ahmedabad,1087.29,01:12,21:27,22:39,6E1286
36682,349,firstClass,SpiceJet,29/09/2022,Gangtok,Srinagar,1516.91,01:41,15:11,16:52,SG3460
36684,349,firstClass,Air India,13/10/2022,Hisar,Mysuru,6247.96,06:56,08:05,15:01,AI2077
36688,349,firstClass,AirAsia India,11/10/2022,Mysuru,Itanagar,2415.34,02:41,14:05,16:46,I53777M
36690,350,economic,Air India,10/03/2019,Gwalior,Indore,456.67,00:30,19:17,19:47,AI1744
36696,350,firstClass,Akasa Air,14/11/2019,Shillong,Srinagar,1896.25,02:06,09:52,11:58,QP5999
36699,350,premium,Akasa Air,12/05/2019,Dhubri,Thiruvananthapuram,2386.89,02:39,08:24,11:03,QP4094
36700,350,firstClass,Air India,12/12/2019,Gwalior,Bengaluru,1475.45,01:38,06:23,08:01,AI2517
36706,350,firstClass,IndiGo,23/01/2020,Imphal,Shimla,1787.83,01:59,04:23,06:22,6E5773
36707,350,economic,IndiGo,30/01/2020,Imphal,Mopa,9436.73,10:29,14:41,01:10,6E5486
36714,350,firstClass,Air India,19/03/2020,Udaipur,Jamshedpur,1284.82,01:25,00:05,01:30,AI2439
36723,350,firstClass,Akasa Air,21/05/2020,Coimbatore,Vadodara,1317.84,01:27,16:11,17:38,QP2936
36724,350,premium,SpiceJet,28/05/2020,Navi Mumbai,Patna,1443.12,01:36,11:00,12:36,SG5708
36729,351,premium,Air India,10/10/2019,Udaipur,Itanagar,2008.4,02:13,11:50,14:03,AI5421
36731,351,firstClass,GoAir,24/10/2019,Coimbatore,Kota,3147.59,03:29,16:01,19:30,G81946
36739,351,premium,SpiceJet,19/12/2019,Varanasi,Vadodara,1051.78,01:10,16:59,18:09,SG1600
36744,351,economic,IndiGo,23/01/2020,Prayagraj,Coimbatore,1685.62,01:52,10:57,12:49,6E2622
36747,351,economic,SpiceJet,13/02/2020,Dabolim,Kota,2602.42,02:53,21:38,00:31,SG683
36752,351,economic,SpiceJet,19/03/2020,Patna,Vijayawada,1112.3,01:14,08:41,09:55,SG3217
36760,351,economic,IndiGo,14/05/2020,Bengaluru,Gwalior,1475.45,01:38,13:39,15:17,6E2396
36762,351,premium,SpiceJet,28/05/2020,Shillong,Navi Mumbai,2069.77,02:17,00:56,03:13,SG3885
36771,351,economic,SpiceJet,30/07/2020,Chandigarh,Mopa,7727.09,08:35,07:01,15:36,SG3297
36774,351,economic,Akasa Air,20/08/2020,Dehradun,Kolkata,1341.29,01:29,21:30,22:59,QP3862
36779,351,premium,Air India,24/09/2020,Ahmedabad,Prayagraj,976.02,01:05,13:25,14:30,AI2853
36781,351,economic,IndiGo,10/08/2020,Ayodhya,Vijayawada,1155.61,01:17,18:08,19:25,6E3533
36783,351,economic,Akasa Air,22/10/2020,Shimla,Coimbatore,2234.99,02:28,11:40,14:08,QP389
36788,351,premium,SpiceJet,26/11/2020,Vijayawada,Kota,3202.71,03:33,22:53,02:26,SG4541
36798,351,firstClass,GoAir,02/04/2021,Ayodhya,Dhubri,779.63,00:51,01:50,02:41,G84537
36799,351,firstClass,Akasa Air,02/11/2021,Bhopal,Puducherry,1284.73,01:25,11:01,12:26,QP2997
36801,351,economic,Akasa Air,25/02/2021,Ayodhya,Dehradun,565.21,00:37,08:41,09:18,QP1235T
36807,351,economic,IndiGo,04/08/2021,Dehradun,Gangtok,1082.57,01:12,20:35,21:47,6E2726
36818,351,economic,IndiGo,24/06/2021,Jamshedpur,Pune,1367.73,01:31,23:38,01:09,6E5805
36821,351,firstClass,GoAir,15/07/2021,Puducherry,Amritsar,2247.39,02:29,08:16,10:45,G8419S
36822,351,economic,Akasa Air,22/07/2021,Gangtok,Chennai,1804.74,02:00,00:49,02:49,QP5008
36823,351,economic,Air India,29/07/2021,Itanagar,Jaipur,1764.29,01:57,09:18,11:15,AI4463
36829,351,economic,SpiceJet,09/09/2021,Srinagar,Coimbatore,2575.77,02:51,14:15,17:06,SG4357X
36830,351,premium,IndiGo,16/09/2021,Surat,Chennai,1199.07,01:19,02:17,03:36,6E2141
36833,351,economic,Air India,10/07/2021,Srinagar,Udaipur,1061.6,01:10,06:04,07:14,AI796
36834,351,economic,Akasa Air,14/10/2021,Gwalior,Mysuru,1557.45,01:43,15:43,17:26,QP4890
36854,351,premium,Akasa Air,03/03/2022,Shimla,Patna,991.2,01:06,00:05,01:11,QP2459C
36859,351,premium,Akasa Air,04/07/2022,Surat,Dehradun,1140.55,01:16,07:49,09:05,QP5498
36863,352,firstClass,GoAir,17/10/2019,Indore,Udaipur,299.59,00:19,13:56,14:15,G8676E
36864,352,economic,SpiceJet,24/10/2019,Gwalior,Bhopal,339.84,00:22,10:26,10:48,SG3509
36870,352,economic,Akasa Air,12/05/2019,Puducherry,Bhubaneswar,1127.04,01:15,02:19,03:34,QP4791
36875,352,premium,Air India,01/09/2020,Kolkata,Srinagar,1841.13,02:02,02:26,04:28,AI5462
36879,352,economic,IndiGo,02/06/2020,Bhubaneswar,Itanagar,1095.39,01:13,02:28,03:41,6E172D
36886,352,firstClass,GoAir,26/03/2020,Bengaluru,Amritsar,2092.35,02:19,00:53,03:12,G84590
36889,352,premium,Akasa Air,16/04/2020,Bhubaneswar,Ranchi,345.72,00:23,23:55,00:18,QP1450
36898,352,economic,Air India,18/06/2020,Ahmedabad,Mysuru,1267.51,01:24,05:27,06:51,AI610
36906,352,premium,Akasa Air,13/08/2020,Dehradun,Surat,1140.55,01:16,11:42,12:58,QP329G
36911,352,premium,Air India,17/09/2020,Thiruvananthapuram,Nashik,1324.36,01:28,04:58,06:26,AI2930
36913,352,firstClass,SpiceJet,10/01/2020,Nashik,Gangtok,1713.38,01:54,19:00,20:54,SG1648
36914,352,firstClass,AirAsia India,10/08/2020,Raigarh,Bengaluru,1167.47,01:17,01:03,02:20,I53902
36915,352,firstClass,AirAsia India,15/10/2020,Thiruvananthapuram,Hyderabad,1002.83,01:06,06:42,07:48,I53956O
36918,352,premium,SpiceJet,11/05/2020,Navi Mumbai,Pune,105.45,00:07,09:50,09:57,SG2054R
36919,352,economic,Air India,11/12/2020,Bilaspur,Hisar,6022.62,06:41,03:25,10:06,AI426
36930,352,economic,IndiGo,28/01/2021,Shimla,Surat,1183.39,01:18,00:21,01:39,6E5311
36931,352,firstClass,IndiGo,02/04/2021,Imphal,Thiruvananthapuram,2557.74,02:50,22:33,01:23,6E1192
36934,352,economic,SpiceJet,25/02/2021,Indore,Itanagar,1855.61,02:03,18:09,20:12,SG4257
36936,352,premium,Akasa Air,03/11/2021,Nashik,Bhubaneswar,1257.36,01:23,05:13,06:36,QP4348G
36940,352,firstClass,Akasa Air,04/08/2021,Kolkata,Jamshedpur,225.0,00:14,22:41,22:55,QP5431
36941,352,economic,SpiceJet,15/04/2021,Varanasi,Indore,783.98,00:52,03:25,04:17,SG3020
36942,352,firstClass,AirAsia India,22/04/2021,Raipur,Gwalior,657.71,00:43,20:45,21:28,I54688
36946,352,firstClass,GoAir,20/05/2021,Patna,Vijayawada,1112.3,01:14,07:34,08:48,G85606
36947,352,premium,SpiceJet,27/05/2021,Itanagar,Bilaspur,1284.24,01:25,06:04,07:29,SG4466
36949,352,premium,Akasa Air,06/10/2021,Amritsar,Kota,2400.03,02:40,20:44,23:24,QP4208E
36950,352,economic,Akasa Air,17/06/2021,Srinagar,Coimbatore,2575.77,02:51,20:28,23:19,QP3701D
36954,352,premium,SpiceJet,15/07/2021,Hyderabad,Kolkata,1184.11,01:18,16:19,17:37,SG2235
36957,352,firstClass,AirAsia India,08/05/2021,Delhi NCR,Raipur,944.74,01:02,11:42,12:44,I55700
36958,352,firstClass,Air India,08/12/2021,Navi Mumbai,Jamshedpur,1429.82,01:35,16:34,18:09,AI3465L
36962,352,economic,SpiceJet,09/09/2021,Ayodhya,Chandigarh,685.65,00:45,08:11,08:56,SG1147
36965,352,firstClass,AirAsia India,30/09/2021,Gwalior,Tirupati,1406.44,01:33,18:39,20:12,I51351
36966,352,firstClass,GoAir,10/07/2021,Chennai,Bhopal,1170.47,01:18,12:12,13:30,G82586
36968,352,economic,SpiceJet,21/10/2021,Diu,Kota,2084.71,02:18,03:25,05:43,SG5164
36975,352,economic,IndiGo,12/09/2021,Bhubaneswar,Dabolim,1381.4,01:32,17:24,18:56,6E2729
36980,352,firstClass,SpiceJet,13/01/2022,Mumbai,Imphal,2261.04,02:30,03:58,06:28,SG4030
36982,352,firstClass,GoAir,27/01/2022,Pune,Bhubaneswar,1271.07,01:24,10:59,12:23,G81773
36983,352,premium,Akasa Air,02/03/2022,Kota,Shillong,4060.37,04:30,17:22,21:52,QP2633Z
36986,352,firstClass,AirAsia India,24/02/2022,Surat,Gwalior,780.31,00:52,18:38,19:30,I51890
36989,352,firstClass,IndiGo,17/03/2022,Kullu-Manali,Navi Mumbai,1486.55,01:39,20:58,22:37,6E4524
36991,352,firstClass,Akasa Air,31/03/2022,Mumbai,Delhi NCR,1147.96,01:16,22:01,23:17,QP3525
36992,352,firstClass,AirAsia India,04/07/2022,Khowai,Imphal,251.02,00:16,21:54,22:10,I53299O
36995,352,firstClass,GoAir,28/04/2022,Mumbai,Khowai,2011.88,02:14,13:18,15:32,G83898
36997,352,firstClass,Akasa Air,05/12/2022,Chandigarh,Diu,1256.47,01:23,00:08,01:31,QP975
36999,352,firstClass,IndiGo,26/05/2022,Nashik,Jaipur,796.17,00:53,03:07,04:00,6E940
37001,352,firstClass,GoAir,06/09/2022,Dehradun,Chennai,1930.44,02:08,19:13,21:21,G8231
37002,352,economic,IndiGo,16/06/2022,Diu,Surat,199.24,00:13,17:13,17:26,6E2560
37006,352,economic,SpiceJet,14/07/2022,Varanasi,Bhopal,612.77,00:40,06:19,06:59,SG5908
37010,352,firstClass,GoAir,08/11/2022,Navi Mumbai,Hisar,5467.58,06:04,13:53,19:57,G83313
37011,352,firstClass,IndiGo,18/08/2022,Chandigarh,Puducherry,2114.03,02:20,18:30,20:50,6E5980
37012,352,firstClass,IndiGo,25/08/2022,Shillong,Gangtok,379.72,00:25,15:36,16:01,6E3225
37016,352,premium,Air India,22/09/2022,Mysuru,Srinagar,2429.79,02:41,09:27,12:08,AI4451N
37019,352,firstClass,AirAsia India,13/10/2022,Dhubri,Imphal,419.72,00:27,22:05,22:32,I53800
37024,352,firstClass,GoAir,17/11/2022,Diu,Chennai,1302.03,01:26,15:53,17:19,G83666N
37025,352,firstClass,GoAir,24/11/2022,Dabolim,Shillong,2191.49,02:26,14:56,17:22,G84679
37031,352,firstClass,AirAsia India,01/05/2023,Srinagar,Jamshedpur,1674.36,01:51,11:40,13:31,I5357
37032,352,economic,SpiceJet,01/12/2023,Hisar,Ranchi,6204.63,06:53,17:44,00:37,SG5589
37038,353,firstClass,Akasa Air,10/10/2019,Gwalior,Bengaluru,1475.45,01:38,18:47,20:25,QP5622
37047,353,economic,Air India,12/12/2019,Dabolim,Mumbai,422.71,00:28,11:38,12:06,AI3906
37057,353,economic,Air India,20/02/2020,Guwahati,Bhubaneswar,892.48,00:59,12:19,13:18,AI117
37059,353,firstClass,Akasa Air,03/05/2020,Coimbatore,Vadodara,1317.84,01:27,03:22,04:49,QP2936
37061,353,firstClass,Air India,19/03/2020,Tirupati,Mysuru,336.01,00:22,01:06,01:28,AI317
37062,353,firstClass,GoAir,26/03/2020,Tirupati,Chennai,111.07,00:07,08:20,08:27,G8229
37064,353,premium,Akasa Air,04/09/2020,Ludhiana,Coimbatore,2216.47,02:27,04:16,06:43,QP2172
37065,353,firstClass,AirAsia India,16/04/2020,Kota,Surat,2251.69,02:30,00:31,03:01,I54276
37067,353,firstClass,GoAir,30/04/2020,Shillong,Surat,2002.37,02:13,19:29,21:42,G82060
37068,353,premium,Air India,05/07/2020,Patna,Raigarh,447.5,00:29,23:33,00:02,AI756
37077,353,firstClass,GoAir,07/09/2020,Gangtok,Surat,1737.11,01:55,06:10,08:05,G8971N
37080,353,firstClass,Air India,30/07/2020,Gwalior,Ranchi,788.48,00:52,04:45,05:37,AI838
37082,353,firstClass,Akasa Air,13/08/2020,Varanasi,Mumbai,1251.91,01:23,22:01,23:24,QP2107
37083,353,premium,IndiGo,20/08/2020,Shillong,Bhubaneswar,854.52,00:56,22:01,22:57,6E3285H
37087,354,firstClass,Air India,10/10/2019,Delhi NCR,Raigarh,984.05,01:05,18:24,19:29,AI1246
37091,354,premium,Air India,11/07/2019,Ayodhya,Itanagar,1130.61,01:15,01:10,02:25,AI4751
37093,354,firstClass,Akasa Air,21/11/2019,Varanasi,Ludhiana,937.48,01:02,17:59,19:01,QP5048
37095,354,firstClass,SpiceJet,12/05/2019,Diu,Visakhapatnam,1326.33,01:28,11:48,13:16,SG3858
37099,354,economic,IndiGo,01/02/2020,Kolkata,Khowai,370.55,00:24,11:06,11:30,6E2175
37107,354,premium,IndiGo,27/02/2020,Navi Mumbai,Itanagar,2285.12,02:32,23:21,01:53,6E3378
37111,354,firstClass,AirAsia India,26/03/2020,Bhubaneswar,Delhi NCR,1285.63,01:25,07:40,09:05,I54006
37116,354,firstClass,AirAsia India,30/04/2020,Kolkata,Itanagar,730.2,00:48,02:27,03:15,I52669L
37122,354,economic,SpiceJet,06/11/2020,Patna,Navi Mumbai,1443.12,01:36,07:37,09:13,SG200
37123,354,economic,SpiceJet,18/06/2020,Chennai,Navi Mumbai,1019.35,01:07,13:30,14:37,SG2624
37125,354,economic,SpiceJet,07/02/2020,Nashik,Coimbatore,1055.99,01:10,07:37,08:47,SG615
37131,354,firstClass,Akasa Air,13/08/2020,Hyderabad,Chandigarh,1494.26,01:39,08:26,10:05,QP5091O
37136,354,economic,Air India,17/09/2020,Bengaluru,Dhubri,1944.48,02:09,15:50,17:59,AI3503
37138,354,premium,Akasa Air,10/01/2020,Coimbatore,Dhubri,2157.8,02:23,17:26,19:49,QP4037
37140,354,premium,SpiceJet,15/10/2020,Prayagraj,Bilaspur,375.49,00:25,03:02,03:27,SG5897
37143,354,economic,SpiceJet,11/05/2020,Imphal,Ranchi,891.45,00:59,15:17,16:16,SG857
37146,354,economic,IndiGo,26/11/2020,Diu,Amritsar,1273.34,01:24,13:03,14:27,6E732
37147,354,premium,Akasa Air,12/03/2020,Thiruvananthapuram,Puducherry,496.35,00:33,08:40,09:13,QP1045
37152,354,premium,SpiceJet,01/07/2021,Ayodhya,Amritsar,890.45,00:59,05:09,06:08,SG4683
37154,354,economic,Air India,21/01/2021,Mumbai,Puducherry,1087.81,01:12,00:12,01:24,AI3596
37156,354,firstClass,AirAsia India,02/04/2021,Udaipur,Bilaspur,905.63,01:00,21:51,22:51,I5211
37157,354,economic,SpiceJet,02/11/2021,Amritsar,Chennai,2133.57,02:22,13:55,16:17,SG5622
37171,354,economic,Akasa Air,20/05/2021,Hisar,Indore,5453.63,06:03,16:24,22:27,QP1657
37172,354,firstClass,IndiGo,27/05/2021,Mopa,Nashik,7399.47,08:13,12:34,20:47,6E4630
37177,354,economic,Air India,07/01/2021,Vadodara,Dabolim,772.1,00:51,07:13,08:04,AI934
37179,354,firstClass,SpiceJet,15/07/2021,Pune,Gangtok,1798.34,01:59,22:41,00:40,SG1311
37182,354,economic,Akasa Air,08/05/2021,Chandigarh,Guwahati,1545.73,01:43,21:08,22:51,QP3345Z
37188,354,economic,Air India,16/09/2021,Puducherry,Gwalior,1599.08,01:46,11:36,13:22,AI3213C
37191,354,premium,Air India,10/07/2021,Indore,Itanagar,1855.61,02:03,10:13,12:16,AI2015
37195,354,economic,IndiGo,11/04/2021,Khowai,Raipur,1070.1,01:11,10:41,11:52,6E4050
37207,354,firstClass,GoAir,27/01/2022,Navi Mumbai,Mopa,7318.99,08:07,23:19,07:26,G81327
37209,354,economic,SpiceJet,02/10/2022,Khowai,Jaipur,1617.77,01:47,22:27,00:14,SG3633
37215,354,premium,Akasa Air,24/03/2022,Gwalior,Nashik,825.13,00:55,22:31,23:26,QP2898
37216,354,economic,IndiGo,31/03/2022,Bhopal,Amritsar,963.19,01:04,02:25,03:29,6E1783W
37221,354,premium,Akasa Air,05/05/2022,Raigarh,Jamshedpur,303.95,00:20,11:51,12:11,QP2985V
37223,354,premium,IndiGo,19/05/2022,Vadodara,Thiruvananthapuram,1587.23,01:45,04:10,05:55,6E1897
37224,355,economic,IndiGo,26/09/2019,Shillong,Khowai,169.93,00:11,01:05,01:16,6E540
37225,355,economic,Air India,10/03/2019,Guwahati,Jamshedpur,676.58,00:45,17:38,18:23,AI514
37226,355,economic,SpiceJet,10/10/2019,Ranchi,Ludhiana,1257.48,01:23,20:52,22:15,SG5510
37227,355,firstClass,Akasa Air,17/10/2019,Jamshedpur,Ludhiana,1363.75,01:30,12:22,13:52,QP4224
37230,355,economic,IndiGo,11/07/2019,Kota,Srinagar,2457.81,02:43,16:08,18:51,6E663
37234,355,firstClass,Air India,12/05/2019,Udaipur,Shimla,800.26,00:53,03:09,04:02,AI1857
37236,355,firstClass,AirAsia India,19/12/2019,Thiruvananthapuram,Udaipur,1822.93,02:01,10:07,12:08,I54041C
37237,355,economic,Akasa Air,26/12/2019,Srinagar,Navi Mumbai,1682.7,01:52,16:00,17:52,QP2955
37238,355,economic,Akasa Air,01/02/2020,Puri,Ranchi,397.76,00:26,18:52,19:18,QP600
37240,355,firstClass,AirAsia India,16/01/2020,Ayodhya,Itanagar,1130.61,01:15,10:45,12:00,I51985M
37242,355,firstClass,GoAir,30/01/2020,Vadodara,Bengaluru,1136.25,01:15,21:51,23:06,G81682
37247,355,economic,Air India,03/05/2020,Amritsar,Thiruvananthapuram,2581.63,02:52,09:29,12:21,AI3849
37248,355,economic,Air India,03/12/2020,Ludhiana,Mysuru,2071.37,02:18,03:46,06:04,AI614
37253,355,firstClass,Akasa Air,16/04/2020,Vijayawada,Kota,3202.71,03:33,19:30,23:03,QP4658
37254,355,economic,SpiceJet,23/04/2020,Navi Mumbai,Pune,105.45,00:07,01:54,02:01,SG2054R
37257,355,firstClass,IndiGo,14/05/2020,Udaipur,Navi Mumbai,621.21,00:41,01:56,02:37,6E5454M
37259,355,firstClass,AirAsia India,28/05/2020,Mopa,Bhubaneswar,8654.27,09:36,02:37,12:13,I51741
37262,355,premium,SpiceJet,18/06/2020,Udaipur,Dehradun,767.21,00:51,20:57,21:48,SG3101
37265,355,economic,SpiceJet,07/09/2020,Ayodhya,Navi Mumbai,1276.04,01:25,10:56,12:21,SG4233
37273,355,economic,Akasa Air,09/03/2020,Kota,Gwalior,2690.24,02:59,06:03,09:02,QP4989
37278,355,economic,Air India,10/08/2020,Imphal,Kolkata,620.66,00:41,08:50,09:31,AI728
37285,355,firstClass,Akasa Air,26/11/2020,Kolkata,Diu,1807.13,02:00,19:24,21:24,QP1861
37286,355,economic,SpiceJet,12/03/2020,Hyderabad,Pune,502.79,00:33,16:37,17:10,SG125
37288,355,firstClass,Akasa Air,17/12/2020,Mumbai,Hyderabad,617.85,00:41,05:58,06:39,QP3657
37292,355,firstClass,SpiceJet,14/01/2021,Delhi NCR,Ayodhya,545.38,00:36,13:34,14:10,SG5393
37302,355,premium,Akasa Air,25/03/2021,Puducherry,Pune,972.92,01:04,22:53,23:57,QP820
37304,355,premium,SpiceJet,04/08/2021,Raigarh,Dabolim,1240.59,01:22,09:32,10:54,SG338
37305,355,premium,IndiGo,15/04/2021,Dehradun,Coimbatore,2150.99,02:23,12:31,14:54,6E258
37310,355,firstClass,Air India,20/05/2021,Hyderabad,Hisar,6030.95,06:42,09:05,15:47,AI5676U
37316,355,firstClass,IndiGo,07/01/2021,Raigarh,Pune,1063.81,01:10,23:30,00:40,6E5935
37319,355,economic,IndiGo,22/07/2021,Thiruvananthapuram,Diu,1503.09,01:40,01:39,03:19,6E389S
37324,355,firstClass,SpiceJet,26/08/2021,Kolkata,Bilaspur,640.74,00:42,22:41,23:23,SG3785
37325,355,firstClass,AirAsia India,09/02/2021,Amritsar,Pune,1460.55,01:37,13:45,15:22,I52146
37328,355,firstClass,SpiceJet,23/09/2021,Raigarh,Raipur,196.73,00:13,19:06,19:19,SG3344
37342,355,premium,Akasa Air,30/12/2021,Ahmedabad,Varanasi,1087.29,01:12,06:35,07:47,QP3304
37344,355,firstClass,AirAsia India,13/01/2022,Mopa,Jamshedpur,8670.74,09:38,14:28,00:06,I53121
37346,355,economic,Air India,27/01/2022,Puri,Jaipur,1293.96,01:26,02:56,04:22,AI3186
37347,355,premium,SpiceJet,02/03/2022,Gwalior,Vijayawada,1110.9,01:14,06:16,07:30,SG3130
37348,355,firstClass,IndiGo,02/10/2022,Dehradun,Hyderabad,1439.54,01:35,19:43,21:18,6E506R
37350,355,firstClass,SpiceJet,24/02/2022,Ayodhya,Bengaluru,1610.84,01:47,00:56,02:43,SG3002
37359,355,firstClass,GoAir,28/04/2022,Nashik,Navi Mumbai,134.18,00:08,03:38,03:46,G84788
37362,355,economic,SpiceJet,19/05/2022,Vadodara,Prayagraj,944.84,01:02,16:49,17:51,SG998
37365,355,premium,SpiceJet,06/09/2022,Jamshedpur,Kota,3547.31,03:56,20:24,00:20,SG5460
37371,355,economic,IndiGo,21/07/2022,Srinagar,Ludhiana,366.32,00:24,22:37,23:01,6E1204
37376,355,economic,Air India,25/08/2022,Tirupati,Varanasi,1352.07,01:30,19:29,20:59,AI892
37377,355,economic,IndiGo,09/01/2022,Mumbai,Bhopal,660.14,00:44,17:57,18:41,6E929I
