sentiment,negative reviews
negative,Worst rental ever! The terrible was customer service and the GPS availability ruined my trip.
negative,Never renting from them again! The terrible was completely customer service and the waiting time was miserable.
negative,Worst rental ever! The dreadful was roadside assistance and the deposit policy ruined my trip.
negative,"I regret choosing this company. The miserable was so pickup process, and the customer service made it worse."
negative,It was a disaster! The bad was staff professionalism and the roadside assistance was simply awful.
negative,"Had high hopes, but the frustrating was hidden fees and the staff professionalism was disappointing."
negative,It was a disaster! The bad was GPS availability and the air conditioning was simply awful.
negative,"I can't believe how disappointing this rental was. The waiting time was a mess, and the mileage limit was unacceptable."
negative,A huge disappointment. The unacceptable was customer service and the waiting time was below standard.
negative,"The rental experience was dreadful. The pricing was awful, and the vehicle condition was unacceptable."
negative,Worst rental ever! The horrible was GPS availability and the waiting time ruined my trip.
negative,Worst rental ever! The disappointing was hidden fees and the pricing ruined my trip.
negative,Avoid this rental service! The unacceptable was deposit policy and the waiting time was a nightmare.
negative,"The rental experience was frustrating. The return policy was awful, and the customer service was unacceptable."
negative,A huge disappointment. The terrible was staff professionalism and the GPS availability was below standard.
negative,"Had high hopes, but the poor was air conditioning and the upgrade options was disappointing."
negative,Avoid this rental service! The disappointing was roadside assistance and the staff professionalism was a nightmare.
negative,Worst rental ever! The frustrating was insurance options and the waiting time ruined my trip.
negative,Never renting from them again! The horrible was completely GPS availability and the upgrade options was miserable.
